comments_count,replies_count,both_count,sentence_count,word_count,basic_emotions,basic emotions_fear,basic_emotions_anger,basic_emotions_sadness,basic_emotions_joy,basic_emotions_surprise_interest,basic_emotions_disgust,emotions_of_social_evaluation,emotions_of_social_evaluation_contempt,emotions_of_social_evaluation_shame,emotions_of_social_evaluation_guilt,emotions_of_social_evaluation_embarrassment,emotions_of_social_evaluation_pride,emotions_of_social_evaluation_envy,state,state_excited,state_rest,state_estimate,state_process_execution,target
177,269,446,428,6122,72,4,9,11,11,7,30,6,1,1,0,1,2,1,32,0,27,0,5,2
127,103,230,343,3390,42,3,3,5,18,0,13,2,1,0,0,0,0,1,30,4,25,0,1,2
40,0,40,53,319,4,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1
55,7,62,84,595,11,1,0,1,5,3,1,0,0,0,0,0,0,0,3,0,1,1,1,1
351,60,411,374,4078,36,0,0,12,17,1,6,0,0,0,0,0,0,0,21,0,21,0,0,1
434,560,994,725,6967,114,6,13,18,27,11,39,8,2,4,0,1,0,1,55,11,39,1,4,2
53,0,53,68,565,13,0,0,1,9,0,3,0,0,0,0,0,0,0,7,0,7,0,0,1
246,196,442,445,3627,62,6,4,7,12,2,31,6,3,1,1,0,0,1,39,11,28,0,0,2
1675,548,2223,2772,21139,421,9,28,38,219,33,94,10,0,2,3,0,1,4,160,22,117,3,18,1
197,391,588,295,2709,45,3,1,6,27,3,5,5,0,1,0,0,2,2,28,0,27,0,1,2
507,149,656,841,7527,131,8,4,14,64,8,33,9,0,4,2,2,1,0,73,9,53,1,10,1
88,44,132,215,2047,36,13,1,5,6,6,5,17,10,4,0,0,3,0,21,4,16,0,1,2
27,0,27,124,2115,32,2,0,1,6,4,19,0,0,0,0,0,0,0,18,1,14,0,3,2
16,27,43,30,341,6,1,0,3,2,0,0,0,0,0,0,0,0,0,6,0,6,0,0,2
1516,2891,4407,3867,45288,612,42,59,168,131,60,152,95,27,19,11,9,20,9,329,38,278,1,12,2
25,17,42,23,235,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
54,0,54,84,490,10,0,1,1,5,2,1,0,0,0,0,0,0,0,2,0,2,0,0,1
52,32,84,271,3162,47,3,3,5,6,3,27,15,4,3,1,2,5,0,18,2,11,0,5,2
61,60,121,87,844,17,3,1,7,0,2,4,0,0,0,0,0,0,0,4,0,4,0,0,2
3642,369,4011,5025,45594,616,17,31,74,301,47,146,12,0,1,2,0,2,7,301,80,180,10,31,1
91,48,139,162,1573,25,1,5,4,6,1,8,1,0,0,1,0,0,0,21,4,15,0,2,2
128,38,166,152,1267,29,3,2,4,15,2,3,2,2,0,0,0,0,0,10,1,9,0,0,1
19,32,51,69,1176,13,1,0,3,4,2,3,0,0,0,0,0,0,0,2,0,2,0,0,1
3266,2617,5883,5123,53808,1062,69,101,257,310,80,245,30,2,6,5,5,7,5,561,50,494,0,17,2
113,95,208,210,2560,31,2,1,1,8,3,16,2,0,0,1,0,1,0,22,0,19,0,3,2
108,4,112,134,845,23,1,1,5,10,6,0,0,0,0,0,0,0,0,5,0,5,0,0,1
73,45,118,185,2646,42,7,5,3,12,3,12,2,0,0,0,0,1,1,14,5,8,0,1,2
89,25,114,177,2383,51,7,0,7,15,6,16,0,0,0,0,0,0,0,15,0,12,0,3,1
4,0,4,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,11,30,29,201,5,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1
16,6,22,20,244,5,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2
138,60,198,215,1485,40,0,0,8,24,5,3,0,0,0,0,0,0,0,13,2,11,0,0,1
240,147,387,499,4704,73,5,5,11,31,10,11,2,0,2,0,0,0,0,45,3,37,0,5,0
72,57,129,134,1274,17,1,0,5,4,2,5,5,4,0,1,0,0,0,18,6,12,0,0,2
70,76,146,158,2365,37,3,0,3,4,5,22,1,0,0,0,0,0,1,13,0,9,0,4,2
491,226,717,1275,13677,290,6,10,69,116,49,40,9,2,1,0,4,1,1,136,26,97,0,13,1
94,80,174,259,3527,51,4,10,6,14,4,13,5,1,1,2,1,0,0,24,1,21,1,1,2
47,7,54,56,325,7,0,0,1,1,4,1,0,0,0,0,0,0,0,2,0,2,0,0,1
18,31,49,57,657,11,0,1,0,2,4,4,0,0,0,0,0,0,0,2,0,1,1,0,1
150,20,170,127,1227,25,0,0,4,19,0,2,0,0,0,0,0,0,0,9,0,9,0,0,1
16,0,16,25,235,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,2
49,0,49,66,628,11,1,0,1,5,1,3,1,0,0,0,0,1,0,3,0,3,0,0,2
852,359,1211,1601,11201,249,1,8,46,132,12,50,5,2,1,0,1,1,0,169,18,140,4,7,1
1417,380,1797,2522,16002,398,8,7,142,172,30,39,3,0,0,0,2,0,1,150,11,124,3,12,1
1508,2125,3633,3274,41056,582,46,62,93,148,76,157,41,11,7,8,5,3,7,314,66,233,2,13,2
62,18,80,207,2001,51,9,2,16,8,2,14,1,1,0,0,0,0,0,19,2,17,0,0,2
23,47,70,83,649,11,0,0,5,2,0,4,1,1,0,0,0,0,0,10,2,8,0,0,2
43,0,43,116,1121,29,0,3,7,8,8,3,1,0,1,0,0,0,0,10,0,9,0,1,1
991,360,1351,1051,10628,101,0,2,53,35,3,8,1,0,0,0,0,0,1,48,2,42,2,2,1
95,10,105,286,3244,39,1,0,7,14,8,9,2,0,0,0,2,0,0,25,0,23,0,2,0
24651,10615,35266,38561,357372,5712,457,591,903,1963,540,1258,474,118,95,66,24,122,49,3376,514,2731,3,128,0
1389,2137,3526,2727,28192,589,128,40,125,115,59,122,68,15,23,6,2,22,0,232,40,182,0,10,2
107,4,111,124,964,14,0,0,3,6,2,3,2,2,0,0,0,0,0,9,1,7,0,1,1
3692,2569,6261,5334,48125,1069,304,51,168,209,85,252,91,24,37,12,0,15,3,408,48,355,0,5,2
1338,1419,2757,2720,32446,586,28,52,150,127,41,188,59,16,9,25,3,4,2,247,41,193,1,12,2
533,510,1043,618,4371,90,2,6,3,72,4,3,0,0,0,0,0,0,0,33,2,19,0,12,1
76,6,82,123,900,29,1,0,12,14,0,2,0,0,0,0,0,0,0,11,2,8,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,80,431,709,5082,89,2,5,13,56,4,9,1,0,0,1,0,0,0,71,12,52,3,4,1
47,39,86,120,1496,22,1,0,7,1,0,13,0,0,0,0,0,0,0,22,4,15,0,3,2
110,10,120,205,1200,43,0,0,2,28,9,4,0,0,0,0,0,0,0,15,0,14,0,1,1
50,0,50,54,419,6,0,0,3,2,0,1,0,0,0,0,0,0,0,6,0,6,0,0,1
193,367,560,439,4606,61,4,8,4,18,5,22,5,4,0,1,0,0,0,43,10,30,0,3,2
39,10,49,149,1656,20,0,5,5,4,0,6,1,1,0,0,0,0,0,11,1,10,0,0,2
433,211,644,441,4057,51,3,0,24,20,1,3,0,0,0,0,0,0,0,20,2,16,0,2,1
128,174,302,257,2338,47,2,0,7,14,14,10,1,0,1,0,0,0,0,15,0,12,0,3,1
60,0,60,62,542,8,0,0,2,5,0,1,0,0,0,0,0,0,0,10,1,9,0,0,1
157,18,175,269,4279,65,22,2,12,11,10,8,1,0,1,0,0,0,0,23,2,20,0,1,1
24,0,24,33,396,4,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,2,0,0,2
137,130,267,216,2015,47,1,5,13,12,3,13,3,0,2,1,0,0,0,22,7,15,0,0,2
109,11,120,96,920,18,1,2,2,9,3,1,0,0,0,0,0,0,0,15,4,11,0,0,1
80,6,86,142,1277,27,2,1,1,13,7,3,0,0,0,0,0,0,0,8,0,8,0,0,1
11,0,11,23,280,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,2
260,126,386,457,3995,72,4,8,14,12,3,31,2,0,1,0,1,0,0,27,10,16,0,1,2
257,144,401,265,2161,11,0,0,2,8,1,0,0,0,0,0,0,0,0,9,0,9,0,0,1
1550,1468,3018,3145,29162,414,7,20,35,183,72,97,16,2,2,1,8,1,2,192,14,163,2,13,1
354,169,523,581,5267,57,8,2,10,21,3,13,7,0,2,0,4,0,1,60,9,49,0,2,2
53,14,67,94,633,9,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,7,0,2,1
32,0,32,52,477,9,3,0,1,2,0,3,1,0,1,0,0,0,0,2,2,0,0,0,2
541,797,1338,1168,11307,198,13,8,27,72,31,47,13,4,4,2,2,0,1,107,12,91,0,4,2
19,20,39,27,315,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2,3,0,0,2
10,0,10,17,186,7,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1
33,9,42,101,819,16,5,2,1,3,2,3,0,0,0,0,0,0,0,10,1,8,0,1,0
1660,144,1804,826,6420,55,0,3,5,34,1,12,0,0,0,0,0,0,0,42,3,37,0,2,1
339,25,364,574,3906,123,1,1,3,104,2,12,0,0,0,0,0,0,0,40,1,37,0,2,1
14782,5848,20630,22275,156209,3291,408,150,926,1057,235,515,74,20,15,20,7,8,4,1650,105,1489,3,53,0
244,31,275,194,1790,12,0,0,3,9,0,0,0,0,0,0,0,0,0,9,0,9,0,0,1
35,0,35,50,323,7,0,0,1,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1
872,582,1454,1709,17809,334,30,18,84,87,48,67,19,6,1,6,0,5,1,167,25,138,0,4,2
901,1064,1965,1696,16047,274,21,17,59,62,24,91,17,3,5,6,2,1,0,123,26,90,1,6,2
66,14,80,114,819,16,0,1,0,7,5,3,0,0,0,0,0,0,0,7,2,4,0,1,1
170,65,235,192,1842,17,1,0,5,9,1,1,0,0,0,0,0,0,0,9,0,7,0,2,1
36,0,36,76,786,14,1,5,5,0,1,2,1,0,0,0,0,1,0,3,1,2,0,0,2
750,78,828,644,5879,44,0,2,17,14,2,9,0,0,0,0,0,0,0,35,0,35,0,0,1
430,206,636,790,8325,102,5,8,7,33,14,35,9,5,0,3,0,0,1,83,8,72,0,3,2
43,0,43,71,947,11,2,0,1,4,3,1,1,0,0,0,0,0,1,8,0,7,0,1,2
264,139,403,292,2624,28,1,0,8,16,0,3,1,0,1,0,0,0,0,25,0,25,0,0,1
201,159,360,355,3173,69,11,2,8,26,6,16,2,1,0,0,0,1,0,28,1,27,0,0,2
166,144,310,275,2910,54,7,1,17,14,8,7,4,0,4,0,0,0,0,36,6,29,0,1,2
438,69,507,421,5110,35,0,4,18,10,0,3,0,0,0,0,0,0,0,19,0,18,0,1,1
61,24,85,94,955,16,2,0,3,9,1,1,3,0,1,1,0,0,1,12,2,10,0,0,2
235,81,316,229,1689,28,0,3,2,18,3,2,0,0,0,0,0,0,0,12,1,9,0,2,1
75,18,93,124,809,12,0,2,3,5,0,2,0,0,0,0,0,0,0,5,2,3,0,0,1
219,107,326,351,4261,52,3,7,19,9,6,8,3,0,1,1,0,0,1,41,10,31,0,0,2
54,19,73,93,720,10,2,1,2,0,1,4,0,0,0,0,0,0,0,5,2,3,0,0,2
444,72,516,932,6840,183,3,0,7,141,10,22,1,0,0,1,0,0,0,93,1,88,0,4,1
7,0,7,10,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1487,2113,3600,3014,32930,477,47,46,92,121,42,129,40,20,7,4,1,4,4,277,52,206,1,18,2
620,195,815,1218,11644,184,18,21,24,51,25,45,3,0,1,0,1,1,0,126,5,109,1,11,0
662,253,915,846,6359,122,1,4,2,105,3,7,0,0,0,0,0,0,0,53,2,45,0,6,1
83,0,83,132,792,15,0,0,2,11,0,2,0,0,0,0,0,0,0,13,0,12,0,1,1
168,65,233,288,2912,31,4,4,2,10,0,11,7,0,0,6,0,1,0,22,4,17,0,1,2
522,449,971,901,10979,290,17,24,157,31,20,41,13,4,1,6,1,1,0,94,10,78,0,6,2
9,0,9,9,215,2,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2
2296,1235,3531,3656,32147,550,38,57,74,132,52,197,54,21,21,9,0,1,2,362,82,265,2,13,2
194,217,411,380,3408,48,4,5,7,18,5,9,1,0,1,0,0,0,0,28,6,21,0,1,2
42,23,65,86,617,10,0,0,0,1,2,7,1,0,1,0,0,0,0,6,4,2,0,0,2
18,13,31,37,299,4,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,2
530,520,1050,1131,12550,210,18,21,26,44,27,74,14,3,4,3,0,2,2,94,6,85,0,3,2
8,7,15,14,112,3,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2
1837,538,2375,2802,19378,451,11,17,33,296,25,69,3,0,1,0,0,0,2,289,43,182,3,61,1
29,6,35,69,583,13,1,2,6,0,1,3,0,0,0,0,0,0,0,8,1,6,0,1,2
62,74,136,101,902,7,0,0,2,2,0,3,2,0,0,0,2,0,0,9,0,9,0,0,2
126,89,215,234,2092,29,0,2,5,10,5,7,1,0,0,1,0,0,0,15,0,15,0,0,2
1646,462,2108,3062,19928,368,17,0,51,243,27,30,10,0,2,1,6,0,1,200,8,149,1,42,1
24,25,49,26,293,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2
245,276,521,473,4406,73,6,4,14,26,8,15,6,0,3,0,2,1,0,39,7,31,0,1,2
250,288,538,426,5083,89,4,6,18,41,6,14,6,0,0,2,0,1,3,48,5,40,0,3,2
13,0,13,32,421,10,2,0,0,2,0,6,0,0,0,0,0,0,0,5,1,4,0,0,2
83,0,83,106,733,23,2,0,2,14,3,2,0,0,0,0,0,0,0,10,2,7,0,1,1
169,80,249,266,2358,46,3,0,2,22,3,16,6,6,0,0,0,0,0,19,4,15,0,0,2
140,59,199,193,2017,36,0,1,1,8,15,11,0,0,0,0,0,0,0,13,0,12,0,1,1
6,0,6,13,114,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,14,31,329,8,1,0,2,0,2,3,0,0,0,0,0,0,0,3,0,3,0,0,1
46,9,55,76,571,10,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,3,0,0,1
571,1027,1598,1319,13516,252,34,29,39,48,14,88,16,11,2,2,0,1,0,133,20,102,1,10,2
80,0,80,111,774,20,0,0,0,17,1,2,0,0,0,0,0,0,0,8,0,6,0,2,1
200,128,328,317,2849,33,3,2,3,9,1,15,0,0,0,0,0,0,0,17,1,13,0,3,2
1362,534,1896,2372,20506,394,7,19,51,164,91,62,8,2,0,0,4,2,0,162,27,121,0,14,1
332,402,734,819,9188,130,8,13,26,36,13,34,19,3,2,3,4,6,1,68,5,61,0,2,2
37,0,37,72,630,7,0,0,2,3,0,2,0,0,0,0,0,0,0,4,1,3,0,0,2
60,56,116,129,1870,25,5,3,2,7,1,7,2,1,0,0,0,0,1,10,2,8,0,0,2
38,44,82,98,1783,39,2,3,3,6,2,23,0,0,0,0,0,0,0,13,2,9,0,2,2
7056,9171,16227,13260,145026,2087,122,242,558,383,201,581,327,125,86,43,12,53,8,932,78,815,3,36,2
172,124,296,332,3162,33,5,0,3,8,3,14,4,1,1,1,0,0,1,27,0,26,0,1,2
37,46,83,81,619,12,3,0,0,3,2,4,3,0,0,2,0,0,1,4,0,4,0,0,2
90,22,112,161,1369,25,0,0,2,10,11,2,0,0,0,0,0,0,0,9,2,7,0,0,2
167,143,310,335,3726,62,6,4,16,10,6,20,3,1,2,0,0,0,0,31,7,21,0,3,2
29,55,84,73,863,7,0,0,2,1,0,4,0,0,0,0,0,0,0,4,0,4,0,0,2
23,8,31,40,464,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,2,3,0,0,2
102,49,151,240,2309,37,2,2,6,15,4,8,9,4,0,0,0,5,0,9,0,6,0,3,2
75,0,75,146,1542,17,1,2,4,1,0,9,1,0,0,1,0,0,0,17,3,11,0,3,2
666,127,793,991,8205,155,1,10,20,67,13,44,9,0,1,5,2,0,1,61,8,45,0,8,1
83,20,103,197,2324,35,4,3,8,5,2,13,3,2,0,0,0,1,0,17,2,15,0,0,2
1249,791,2040,2238,22623,408,40,27,63,98,45,135,35,13,10,8,1,1,2,224,30,188,2,4,2
18,0,18,28,250,5,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1
14,12,26,23,175,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
505,61,566,521,3745,167,1,0,2,139,13,12,0,0,0,0,0,0,0,54,0,54,0,0,1
1333,144,1477,2011,11835,351,11,1,58,219,41,21,2,0,0,0,0,0,2,138,14,118,0,6,1
1184,1119,2303,2013,21143,270,24,25,35,71,42,73,10,0,2,4,1,2,1,160,16,135,1,8,0
62,39,101,191,2958,56,8,1,10,8,4,25,0,0,0,0,0,0,0,16,0,14,0,2,2
238,78,316,289,1445,28,0,0,3,23,1,1,0,0,0,0,0,0,0,17,0,10,0,7,1
332,128,460,414,2661,46,1,6,2,33,0,4,0,0,0,0,0,0,0,25,3,13,0,9,1
748,817,1565,1830,21519,330,25,21,65,75,37,107,38,23,3,2,2,5,3,183,19,151,2,11,2
808,534,1342,1288,12958,223,47,23,36,46,18,53,14,5,4,0,2,2,1,145,19,119,1,6,2
112,41,153,205,1932,41,1,2,11,14,7,6,0,0,0,0,0,0,0,14,2,9,0,3,2
1081,565,1646,1844,14283,332,9,13,51,167,21,71,4,0,0,0,3,1,0,137,35,80,3,19,1
43,13,56,101,1298,19,3,0,2,1,0,13,0,0,0,0,0,0,0,13,2,8,0,3,2
186,294,480,534,6793,98,16,10,15,17,10,30,11,6,3,0,0,1,1,61,13,42,0,6,2
79,142,221,220,2619,41,1,1,14,9,1,15,2,0,0,0,1,1,0,17,0,15,0,2,2
187,218,405,320,2995,62,6,10,25,8,5,8,2,0,1,1,0,0,0,15,1,14,0,0,2
165,345,510,450,5180,62,5,9,8,20,4,16,6,3,0,1,0,2,0,38,6,29,0,3,2
916,338,1254,1753,17274,393,5,30,91,161,37,69,21,0,14,0,6,0,1,96,13,80,0,3,1
79,9,88,130,795,15,0,0,2,12,1,0,0,0,0,0,0,0,0,11,2,9,0,0,1
504,546,1050,938,11193,180,5,12,48,44,22,49,18,2,10,2,1,2,1,99,7,87,0,5,2
309,341,650,707,7665,117,12,15,23,31,11,25,13,8,3,1,1,0,0,69,10,59,0,0,2
1302,758,2060,1199,9063,61,4,4,20,20,3,10,2,0,0,1,0,0,1,44,0,43,0,1,1
61,0,61,98,1281,11,0,1,1,4,1,4,0,0,0,0,0,0,0,7,1,6,0,0,2
122,84,206,272,2383,41,2,1,8,9,6,15,3,0,0,1,1,0,1,14,8,5,0,1,2
45,33,78,66,638,14,0,3,3,3,0,5,5,3,0,1,0,0,1,7,0,7,0,0,2
101,3,104,171,1359,29,1,4,1,15,4,4,0,0,0,0,0,0,0,6,0,5,0,1,1
360,395,755,767,8018,138,16,10,27,36,17,32,14,8,2,1,0,3,0,64,11,51,0,2,2
305,139,444,358,2249,46,0,0,2,42,0,2,0,0,0,0,0,0,0,26,3,22,0,1,1
31,14,45,120,1773,33,1,1,12,5,8,6,8,0,1,2,0,0,5,7,0,7,0,0,2
55,0,55,78,507,8,0,0,1,5,0,2,0,0,0,0,0,0,0,4,0,4,0,0,1
40,0,40,63,483,12,0,0,1,8,1,2,0,0,0,0,0,0,0,4,1,3,0,0,1
9,0,9,13,112,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,15,61,70,535,11,0,0,1,2,0,8,0,0,0,0,0,0,0,6,0,5,0,1,2
6,0,6,10,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2
84,53,137,111,944,18,5,0,7,5,1,0,0,0,0,0,0,0,0,14,1,13,0,0,2
1232,395,1627,1444,10070,240,8,13,13,188,7,11,1,0,0,0,1,0,0,97,2,82,0,13,1
1102,777,1879,1779,16418,283,8,7,27,98,72,71,8,0,1,1,4,1,1,122,15,101,0,6,1
222,204,426,421,4265,48,4,7,8,17,3,9,12,0,1,2,0,8,1,34,5,29,0,0,2
346,270,616,702,6117,92,4,8,26,25,9,20,9,1,2,0,0,6,0,61,11,47,0,3,2
85,60,145,158,1545,23,1,3,4,8,2,5,4,0,0,2,0,2,0,10,0,10,0,0,2
87,14,101,103,885,21,0,4,6,7,2,2,1,0,0,1,0,0,0,5,0,4,1,0,1
58,34,92,95,1011,16,2,0,2,5,6,1,0,0,0,0,0,0,0,11,6,5,0,0,1
47,60,107,91,1030,12,1,0,3,2,2,4,3,1,1,1,0,0,0,7,0,6,0,1,2
41,28,69,76,668,24,3,0,12,4,2,3,1,0,0,0,0,1,0,3,0,3,0,0,2
93,6,99,164,1016,20,0,0,4,14,0,2,2,0,0,0,2,0,0,7,2,4,0,1,1
10,0,10,14,114,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
53,20,73,186,3021,44,4,4,3,9,5,19,1,0,0,0,0,1,0,17,2,12,0,3,2
352,403,755,599,5418,79,7,11,13,18,13,17,3,1,0,1,0,0,1,73,28,43,1,1,2
77,26,103,128,1786,32,3,0,2,13,6,8,0,0,0,0,0,0,0,7,0,6,0,1,1
420,39,459,402,3448,29,0,2,14,8,0,5,0,0,0,0,0,0,0,20,4,15,0,1,1
22,6,28,64,1179,19,0,0,2,3,7,7,0,0,0,0,0,0,0,6,1,3,0,2,1
19,0,19,40,586,11,0,1,0,6,3,1,0,0,0,0,0,0,0,7,0,6,0,1,1
23,0,23,33,251,4,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,3,0,1,2
231,117,348,269,2564,24,1,0,8,13,0,2,0,0,0,0,0,0,0,11,0,11,0,0,1
94,75,169,215,1784,35,0,3,10,10,3,9,0,0,0,0,0,0,0,6,0,6,0,0,2
2095,244,2339,2930,20756,314,16,9,25,168,33,63,10,2,1,0,1,3,3,145,6,121,1,17,1
301,228,529,445,4243,64,6,2,9,27,6,14,5,0,1,1,1,2,0,43,3,39,0,1,2
2456,717,3173,3727,31159,534,15,21,68,270,79,81,5,1,0,2,2,0,0,236,55,160,2,19,1
42,24,66,53,694,10,1,2,0,2,2,3,0,0,0,0,0,0,0,9,0,9,0,0,2
377,113,490,495,4627,48,0,2,14,24,0,8,0,0,0,0,0,0,0,15,0,15,0,0,1
1771,367,2138,2929,26077,444,11,24,82,194,40,93,31,0,2,3,1,21,4,198,21,166,2,9,0
7,0,7,9,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
36,0,36,37,259,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,0,41,46,321,9,0,0,0,7,0,2,0,0,0,0,0,0,0,3,1,1,0,1,1
1101,1749,2850,2197,25702,401,34,40,72,102,50,103,61,15,21,10,2,9,4,205,35,157,0,13,2
255,127,382,257,1974,18,0,0,8,7,0,3,0,0,0,0,0,0,0,8,0,8,0,0,1
1146,651,1797,2120,17664,407,12,17,120,162,30,66,10,0,4,3,0,1,2,153,27,101,1,24,1
131,36,167,139,1350,19,0,2,5,11,0,1,0,0,0,0,0,0,0,6,0,5,0,1,1
2169,2308,4477,4753,56709,847,75,106,143,139,108,276,135,61,37,12,5,16,4,414,49,348,0,17,2
26,6,32,139,1507,24,2,1,5,5,1,10,3,2,1,0,0,0,0,22,2,17,0,3,2
48,18,66,100,798,25,0,3,3,8,2,9,0,0,0,0,0,0,0,4,0,3,0,1,2
17,27,44,65,619,8,1,0,0,5,0,2,4,2,0,0,0,1,1,7,4,3,0,0,2
139,182,321,296,2926,49,4,1,8,16,6,14,2,2,0,0,0,0,0,35,2,33,0,0,2
23,0,23,39,388,6,0,0,0,5,0,1,0,0,0,0,0,0,0,4,0,3,0,1,1
26,0,26,44,375,5,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,0,30,54,407,9,1,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1
116,190,306,252,2669,30,3,3,7,9,1,7,6,2,1,0,0,3,0,21,3,17,0,1,2
970,429,1399,1815,14957,246,6,17,35,125,23,40,5,0,2,1,0,0,2,122,15,90,2,15,1
74,68,142,104,996,26,0,0,5,7,7,7,0,0,0,0,0,0,0,12,4,6,0,2,1
39,38,77,323,3149,54,5,6,10,10,1,22,15,10,5,0,0,0,0,25,3,21,0,1,2
58,0,58,192,2658,57,2,2,18,8,4,23,0,0,0,0,0,0,0,22,8,12,0,2,2
1153,407,1560,1987,15940,354,7,9,101,144,35,58,4,0,1,1,1,0,1,138,17,116,0,5,1
36,11,47,86,937,21,0,0,4,3,8,6,0,0,0,0,0,0,0,9,2,7,0,0,1
593,494,1087,1176,11604,147,17,11,28,28,25,38,24,8,4,4,0,7,1,90,13,72,0,5,2
25,14,39,42,393,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2
44,31,75,96,1087,5,0,0,1,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,2
303,405,708,446,4427,76,7,17,10,19,5,18,4,2,0,2,0,0,0,64,16,47,0,1,2
33,14,47,106,1348,31,0,2,7,6,10,6,0,0,0,0,0,0,0,4,0,4,0,0,2
1486,732,2218,2575,22820,548,48,22,52,174,55,197,19,3,0,14,0,0,2,158,15,128,0,15,1
78,62,140,145,1379,28,4,2,5,6,5,6,0,0,0,0,0,0,0,11,0,9,0,2,2
42,0,42,59,406,8,0,0,0,5,0,3,0,0,0,0,0,0,0,5,4,1,0,0,1
37,14,51,62,383,8,1,0,1,5,0,1,0,0,0,0,0,0,0,4,0,2,0,2,1
53,0,53,75,585,13,0,0,0,10,1,2,1,0,0,0,0,1,0,9,0,8,0,1,1
200,39,239,208,1651,20,0,0,8,11,0,1,0,0,0,0,0,0,0,10,0,10,0,0,1
196,38,234,346,3763,73,12,9,12,11,2,27,6,2,1,0,0,3,0,53,9,43,0,1,0
906,317,1223,1675,13198,224,3,12,20,139,8,42,2,0,1,1,0,0,0,166,6,117,10,33,1
25,19,44,155,2092,19,0,2,5,5,0,7,3,0,0,1,1,0,1,16,0,15,0,1,2
91,34,125,219,2246,35,3,0,4,9,2,17,6,2,0,1,1,0,2,20,3,16,0,1,2
69,56,125,124,1069,21,0,4,5,4,2,6,2,2,0,0,0,0,0,7,1,5,0,1,2
33,0,33,50,508,8,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,58,92,57,520,9,0,1,1,2,0,5,0,0,0,0,0,0,0,2,0,2,0,0,2
405,101,506,371,3970,36,3,4,10,13,1,5,0,0,0,0,0,0,0,21,0,20,0,1,1
26,0,26,25,136,4,0,2,1,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,1
40,20,60,83,897,15,0,1,4,6,0,4,4,2,1,0,0,1,0,13,2,10,0,1,2
301,204,505,440,3061,104,5,2,10,26,36,25,0,0,0,0,0,0,0,43,6,36,0,1,1
210,96,306,228,1789,36,2,0,7,14,8,5,0,0,0,0,0,0,0,13,0,12,0,1,1
8,0,8,16,88,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
626,535,1161,1038,10185,127,10,7,19,37,17,37,13,0,5,4,1,3,0,120,16,99,0,5,2
333,428,761,538,6094,139,8,7,32,30,5,57,12,8,2,0,1,1,0,64,14,50,0,0,2
1962,713,2675,3276,32152,515,79,41,84,111,81,119,55,6,9,19,5,12,4,255,29,211,1,14,0
7,0,7,14,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
464,181,645,742,7179,140,5,12,17,65,18,23,7,3,2,0,2,0,0,66,9,48,1,8,1
33,0,33,45,310,3,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1
